nomor_dokumen,tanggal_penetapan,link_dokumen,tanggal_pengajuan,tentang,nama_mitra
573/PL16/KS.BIV/2022,22-09-2022,https://drive.google.com/file/d/1aNSCVkaWMVNtWG83SlBHCAut0sqODMgG/view?usp=sharing,22-09-2022,Peningkatan Kualitas Pendidikan,PT. ACA PACIFIC INDONESIA
626/PL16/KS.BIV/2022,28-10-2022,https://drive.google.com/file/d/1b7P0_OSQoDPKwPHvWcn281lbxtobW2RZ/view?usp=sharing,28-10-2022,"Hilirisasi Produk UKM Abon Ikan, Belacan, dan Madu Kelulut di Desa Sebubus sebagai Upaya Peningkatan Ekonomi Masyarakat pada Kawasan Konservasi Pesisir",PEMERINTAH DESA SEBUBUS
728/PL16/KS.BIV/2022,12-12-2022,https://drive.google.com/file/d/1aMjp8c48bEm7vqOfCgmfH84N74iQWSSO/view?usp=sharing,12-12-2022,,PT. MULTI PRIMA ENTAKAI
757/PL16/KS.BIV/2022,19-12-2022,https://drive.google.com/file/d/1awvnPhDSRTd-15NATS1r8BVP11X2awlO/view?usp=sharing,19-12-2022,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),SMK NEGERI 2 KETAPANG
7031/PL16/KS/2022,14-10-2022,https://drive.google.com/file/d/1b4mcr3diL95c4jC3cXrIR3kTfd6Qcf8U/view?usp=sharing,14-10-2022,Program Beasiswa Bank Indonesia,BANK INDONESIA
,21-08-2023,https://drive.google.com/file/d/1bWjnZxXmzlu2r3QeIIVZOK1hm1kcOLbK/view?usp=sharing,21-08-2023,,DINAS TENAGA KERJA DAN TRANSMIGRASI KABUPATEN SANGGAU
,29-08-2023,https://drive.google.com/file/d/1c4tl3EIO8k8seGse8Ph0_o8ivI8kXQrz/view?usp=sharing,29-08-2023,Program Magang,CY CERGY PARIS UNIVERSITE
,20-02-2023,https://drive.google.com/file/d/1c3sQ3oGST5_NFHgudGt0G0-lbIvXuQtf/view?usp=sharing,20-02-2023,,UNIVERSITE DU LITTORAL COTE d'OPALE
,24-02-2023,https://drive.google.com/file/d/1cPOcfidQ_upj3YjkmsXje5Qf_Cj6cO2M/view?usp=sharing,24-02-2023,,"UNIVERSITE POLYTECHNIQUE HAUTS-DE-FRANCE, UPHF"
,13-03-2023,https://drive.google.com/file/d/1cOmH0ubVxrA6F2XthJFWw7e6D0vacmU2/view?usp=sharing,13-03-2023,Pertukaran Pelajar,UNIVERSITE DE LILLE
,29-08-2023,https://drive.google.com/file/d/1cLNcgR9M2XWFZ0q0X__4NbjnD1OYwLBp/view?usp=sharing,29-08-2023,,CY CERGY PARIS UNIVERSITE
034/PL16/KS.BIV/2023,20-01-2023,https://drive.google.com/file/d/1cFnmT1FgluDyWeOjZfFbMmZIg7rpi4gC/view?usp=sharing,20-01-2023,Tax Center Program Studi di Luar Kampus Utama Politeknik Negeri Pontianak Kabupaten Sanggau,KANWIL DJP KALIMANTAN BARAT
055/PL16/KS.BIV/2023,26-01-2023,https://drive.google.com/file/d/1bVvZ1IJrZZPjTvmhz9luIeddNwrrxb0E/view?usp=sharing,26-01-2023,,SMK NEGERI 1 PALOH
060/PL16/KS.BIV/2023,30-01-2023,https://drive.google.com/file/d/1bVmpzVjtv2NcZTK0moftaVArIYtvjLhT/view?usp=sharing,30-01-2023,,SMK SUBUR INSANI SAMBAS
061/PL16/KS.BIV/2023,30-01-2023,https://drive.google.com/file/d/1bTilO_QnVkIpM4Z0hUbcsJE6RaXUs4bq/view?usp=sharing,30-01-2023,,SMK NEGERI 1 NANGA TAYAP
064/PL16/KS.BIV/2023,31-01-2023,https://drive.google.com/file/d/1bsF-VpQwtphfYNWSKS9TfSpuFMOyZEmy/view?usp=sharing,31-01-2023,,SMKS BINA UTAMA PONTIANAK
065/PL16/KS.BIV/2023,31-01-2023,https://drive.google.com/file/d/1brWHOEXfbm9h3wXP8gVVU37KcCsk7CGa/view?usp=sharing,31-01-2023,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),SMK SUBUR INSANI SAMBAS
066/Pl16/KS.BIV/2023,31-01-2023,https://drive.google.com/file/d/1brJRaycea-_VNHagLJg06C-WUGQBE1E-/view?usp=sharing,31-01-2023,,SMK NEGERI 1 SINGKAWANG
067/PL16/KS.BIV/2023,31-01-2023,https://drive.google.com/file/d/1bphlvqHn9F5Qxx93-g0wzSPAvpBjL2Wy/view?usp=sharing,31-01-2023,,SMK BINA PUTRA SUNGAI RAYA
068/PL16/KS.BIV/2023,31-01-2023,https://drive.google.com/file/d/1cFNET8HTXNr7DR8g-WAuPLFDtpJEi923/view?usp=sharing,31-01-2023,Sinergi Dukungan Pengembangan Tri Dharma Perguruan Tinggi dalam Rangka Meningkatkan Sumber Daya Manusia,PEMERINTAH KABUPATEN KETAPANG
080/PL16/KS.BIV/2023,02-02-2023,https://drive.google.com/file/d/1bphbS5K5RqNMj-7Da7LWZ9D5nQrzgLdH/view?usp=sharing,02-02-2023,Penggunaan Asesor Kompetensi saat Pelaksanaan Sertifikasi,LSP ASTEKINDO KONSTRUKSI MANDIRI
082/PL16/KS.BIV/2023,02-02-2023,https://drive.google.com/file/d/1b1Pq0gcQVlaT-cbqZNoPWKVyDcsqEdpL/view?usp=sharing,02-02-2023,,PT. OFISIAL SERTIFIKASI HARAPAN
085/PL16/KS.BIV/2023,03-02-2023,https://drive.google.com/file/d/1b1MhORs66Zx6JGp3wiJKf1Tw1_pdVnUT/view?usp=sharing,03-02-2023,Pengembangan Pendidikan dan Sertifikasi Kompetensi Ketenaga Listrikan,PT. OFISIAL SERTIFIKASI HARAPAN
087/PL16/KS.BIV/2023,03-02-2023,https://drive.google.com/file/d/1boY_BVRChVM0qKf7B2dFrfBhkj3cP0xh/view?usp=sharing,03-02-2023,,SMK NEGERI 1 SINTANG
090/PL16/KS.BIV/2023,06-02-2023,https://drive.google.com/file/d/1bnapMqTUh93VadL9mKgSQuJ-R74w5GN4/view?usp=sharing,06-02-2023,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),SMK NEGERI 1 NANGA TAYAP
093/PL16/KS.BIV/2023,06-02-2023,https://drive.google.com/file/d/1bl5XCcO3IPyM82xWdXvqA4QoCPldOGyq/view?usp=sharing,06-02-2023,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),SMKS MUHAMMADIYAH SINTANG
095/PL16/KS.BIV/2023,07-02-2023,https://drive.google.com/file/d/1bjvt_3HfmV9X26kgSnkADlffURfXgeo-/view?usp=sharing,07-02-2023,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),SMK NEGERI 1 SINGKAWANG
100/PL16/KS.BIV/2023,08-02-2023,https://drive.google.com/file/d/1biqJcSgOFwdl8-pFdMFOFdaSqCrE8mdK/view?usp=sharing,08-02-2023,,SMK NEGERI 1 ENTIKONG
101/PL16/KS.BIV/2023,08-02-2023,https://drive.google.com/file/d/1bimMDjEcOjVrZ6kPSriJd2p0AHSKyqn3/view?usp=sharing,08-02-2023,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),SMK BINA PUTRA SUNGAI RAYA
104/PL16/KS.BIV/2023,09-02-2023,https://drive.google.com/file/d/1bi1MDY8w5fVP7lGhX29clP2m9H8jT5Ja/view?usp=sharing,09-02-2023,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),SMK NEGERI 1 ENTIKONG
121/PL16/KS.BIV/2023,16-02-2023,https://drive.google.com/file/d/1bgigNFl2aq-53aMvLOB2k-ru9RYAbNy4/view?usp=sharing,16-02-2023,,SMK NEGERI 1 SEMPARUK
122/PL16/KS.BIV/2023,16-02-2023,https://drive.google.com/file/d/1c1aWwpEwcA-WPR9fRD7CQdrTSCp5zNZ8/view?usp=sharing,16-02-2023,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),SMK NEGERI 1 SINTANG
194/PL16/KS.BIV/2023,16-03-2023,https://drive.google.com/file/d/1c0M7Xgbma93Z4XZN5LrrGr7V0fCCoJ0S/view?usp=sharing,16-03-2023,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),SMKS BINA UTAMA PONTIANAK
227/PL16/KS.BIV/2023,30-03-2023,https://drive.google.com/file/d/1ZBYS11Swq66vREl9iowAkgIeigBuvhlw/view?usp=sharing,31-03-2023,Sewa Ruangan Tempat Pelaksanaan Tes Psikologi dalam Rangka Seleksi Calon Anggota Komisi Pemilihan Umum Kabupaten/Kota Periode 2023/2028,KOMISI PEMILIHAN UMUM PROVINSI KALIMANTAN BARAT
283/PL16/KS.BIV/2023,02-05-2023,https://drive.google.com/file/d/1cD8L8BRlN-GBC08fd0beUAtWKAfUmBmx/view?usp=sharing,02-05-2023,"Kerja Sama Pendidikan, Penelitian, dan Pengabdian kepada Masyarakat",PEMERINTAH KABUPATEN SANGGAU
2290//PL16/KS.BIV/2023,05-05-2023,https://drive.google.com/file/d/1c03h9H06_FY5vo9XBcWF-TEWs83dYzad/view?usp=sharing,05-05-2023,,SMK NEGERI 1 SEKADAU
301/PL16/KS.BIV/2023,10-05-2023,https://drive.google.com/file/d/1bz4hsl0mxCr0THRrxZB3ekFtN5DRRVs9/view?usp=sharing,10-05-2023,,LSP GEOSPASIAL
306/PL16/KS.BIV/2023,15-05-2023,https://drive.google.com/file/d/1byu_JD0frQImb5kwtqg3rSOISuI12Yxu/view?usp=sharing,15-05-2023,Kerja Sama Assesmen BKD,POLITEKNIK NEGERI SAMBAS
311/PL16/KS.BIV/2023,17-05-2023,https://drive.google.com/file/d/1bxRUP6YovJyqWSPTqRAUuIJFslb_KTlw/view?usp=sharing,17-05-2023,,SMK NEGERI 1 SUNGAI KUNYIT
335/PL16/KS.BIV/2023,15-06-2023,https://drive.google.com/file/d/1bw1dmtrq6uk3RTdbf8S8nQU1qgzWxt6Z/view?usp=sharing,15-06-2023,Program Pertukaran Mahasiswa Merdeka,DIREKTORAT PEMBELAJARAN DAN KEMAHASISWAAN
356/PL16/KS.BIV/2023,10-07-2023,https://drive.google.com/file/d/1b3mnf1TnXZrNEmw4H22nYkqBOmJCATFV/view?usp=sharing,10-07-2023,Rekening Dana Kelolaan Badan Layanan Umum (BLU),PT. BANK MANDIRI (PERSERO) TBK
357/PL16/KS.BIV/2023,25-08-2023,https://drive.google.com/file/d/1b3fvGqd02RaBD3kdJc2DN98m1H0dOLnY/view?usp=sharing,25-08-2023,Rekening Pengelolaan Kas Badan Layanan Umum (BLU) dalam Bentuk Deposito,PT. BANK TABUNGAN NEGARA (PERSERO) TBK
361/PL16/KS.BIV/2023,10-07-2023,https://drive.google.com/file/d/1c9NpiKEVWArHD1r5cNxPbomFdzc4iDR4/view?usp=sharing,10-07-2023,Sinergi Dukungan Pengembangan Tri Dharma Perguruan Tinggi,PEMERINTAH KOTA PONTIANAK
385/PL16/KS.BIV/2023,01-08-2023,https://drive.google.com/file/d/1c8J7Ywy1qMEgyc2XFWP7n0jDcRY0-AMD/view?usp=sharing,01-08-2023,Sinergi Dukungan Pengembangan Tri Dharma Perguruan Tinggi dalam Rangka Meningkatkan Sumber Daya Manusia,PEMERINTAH KABUPATEN KUBU RAYA
397/PL16/KS.BIV/2023,27-07-2023,https://drive.google.com/file/d/1bvz-owSmjc1fpCudGP7cz2bYtneEVEBd/view?usp=sharing,27-07-2023,,SMK NEGERI 1 NGABANG
455/PL16/KS.BIV/2023,25-08-2023,https://drive.google.com/file/d/1bQTrAwCpNvwTfjb3llDhUFWKSmKRBYCi/view?usp=sharing,25-08-2023,,DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT
473/PL16/KS.BIV/2023,04-09-2023,https://drive.google.com/file/d/1bPoy8pDPvGT0xMG1stSvfTMPwIt3aH24/view?usp=sharing,04-09-2023,,PT. PERGO JAYA GEMILANG
498/PL16/KS.BIV/2023,14-08-2023,https://drive.google.com/file/d/1btkBUUxVG92xhYGl4MtWlu5jHRJbBHks/view?usp=sharing,14-08-2023,Pelaksanaan Tri Dharma Perguruan Tinggi dan Pengembangan Kelembagaan,UNIVERSITAS STIKUBANK
497/PL16/KS.BIV/2023,14-09-2023,https://drive.google.com/file/d/1bv3dQ5Ej9GOFTgTys3yuWOviRZP6FnYR/view?usp=sharing,14-09-2023,Pelaksanaan Tri Dharma Perguruan Tinggi dalam Rangka Peningkatan dan Pengembangan Kualitas Pembelajaran,UNIVERSITAS STIKUBANK
581/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bMq1zvAuTTUzb1zljGkF73abh67SnQxl/view?usp=sharing,24-10-2023,,PT. KIMKEN ALOE VERA
582/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bMJfynZVSxm2byalj7dYsXPpiPDQbJQp/view?usp=sharing,24-10-2023,,CV. DUA PUTRI KEMBAR
583/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bL22WYuJ4GhOeJTrJ-i_FjKfO2acGfdd/view?usp=sharing,24-10-2023,,HD FARM
584/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bHsnAwRhTclIeJGM0xvQBna7FbrZvF7m/view?usp=sharing,24-10-2023,,PT. SARANA KARYA DUA SATU
585/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bGw5nA6XUGlW1gcUUPWkqmkMBoyu9NeH/view?usp=sharing,24-10-2023,,PT. SINTANG RAYA
586/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bZ_Y4J52QMBybufSuz9tL7ejxItMBANC/view?usp=sharing,24-10-2023,,ASOSIASI PETANI SAWIT NUSANTARA
587/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bYWRieIdohFhdyv0_YWkPdiJil_LQniJ/view?usp=sharing,24-10-2023,,KONSORSIUM MITRA BAHARI
588/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bXGbXvq0p8FL_ipS7mYmvCZPbxgyHZP2/view?usp=sharing,24-10-2023,,DPD HIMPUNAN NELAYAN SELURUH INDONESIA
589/001/SON-PON/X/2023,24-10-2023,https://drive.google.com/file/d/1bGSjcBX0KYvxbGY0XoevVO6KtTIrlXbA/view?usp=sharing,24-10-2023,,PT. RADIO BORNERA PONTIANAK
590/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bGJ8AJ4B3Uv-BmEOxuLzDWphpwNwyJjZ/view?usp=sharing,24-10-2023,,PT. KAPUAS MEDIA GRAFIKA
455/PL16/KS.BIV/2023 (ver.2),24-10-2023,https://drive.google.com/file/d/1bEoe2Api7sU_HQWH0gg0PCD-FNL_ZAt_/view?usp=sharing,24-10-2023,,PT. JAPINDO NABATI NUSANTARA
455/PL16/KS.BIV/2023 (ver.2),24-10-2023,https://drive.google.com/file/d/1bEoe2Api7sU_HQWH0gg0PCD-FNL_ZAt_/view?usp=sharing,24-10-2023,,PT. BERKAH NABATI NUSANTARA
592/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bESysLXYoc18VJhPXBN-rFLF53DEbFpG/view?usp=sharing,24-10-2023,,KELOMPOK TANI BOER ANAM
593/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bE2jX2wOiC4X9MAbPrDduj--18bbG9UR/view?usp=sharing,24-10-2023,,ARCIA
594/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bDomFUdJwBWPnp77fQQpeyodUUusEf-S/view?usp=sharing,24-10-2023,,LIAWARA
595/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1bdVp4dOA3W4e6uqFfJtei1QLRWlpBAyC/view?usp=sharing,24-10-2023,,PONTIANAK POST
646/PL16/KS.BIV/2023,23-11-2023,https://drive.google.com/file/d/1bX94VO-YO4hb5ShKl_CrbtrXKrovG_vX/view?usp=sharing,23-11-2023,,IKATAN CENDEKIAWAN MUDA AKUNTANSI
648/PL16/KS.BIV/2023,23-11-2023,https://drive.google.com/file/d/1bcnnZH1Co_ZsQY1FKatXtHnUBL7pYMrz/view?usp=sharing,23-11-2023,,PT. QAPUAS MEDIA TECHNOLOGIES
649/PL16/KS.BIV/2023,24-11-2023,https://drive.google.com/file/d/1baGTTyTQa9dUQjNn0ZE6iWFsjlWnid2R/view?usp=sharing,24-11-2023,,CV. RAJAWALI PRATAMA NETWORK
658/PL16/KS.BIV/2023,27-11-2023,https://drive.google.com/file/d/1btgRYgJii_gzftxbnj_ukBJ0kBNF-iJZ/view?usp=sharing,27-11-2023,Implementasi Kurikulum Project Based Learning dan Teaching Factory,CV. RAJAWALI PRATAMA NETWORK
663/PL16/KS.BIV/2023,11-12-2023,https://drive.google.com/file/d/1bswMS_D8qz_m6U9AynOGXGGyvtIn5e7g/view?usp=sharing,11-12-2023,Implementasi Kurikulum Project Based Learning dan Teaching Factory,CV. IDEKITE INDONESIA
695/PL16/KS.BIV/2023,27-11-2023,https://drive.google.com/file/d/1b3e7LjmDe0m3rYtpd-cVquBBgZhWjXz0/view?usp=sharing,27-11-2023,Penerbitan Kartu Tanda Mahasiswa Co-Branding Debit BNI,PT. BANK NEGARA INDONESIA (PERSERO) TBK.
695/PL16/KS.BIV/2023 (Ver.2),13-12-2023,https://drive.google.com/file/d/1b_SaD98JJbHLpVb6l4MEZbMb4UzBxnu4/view?usp=sharing,13-12-2023,,PT. SPID LAB TEKNOLOGI
696/PL16/KS.BIV/2023,13-12-2023,https://drive.google.com/file/d/1bsn-F5koLKWmYbqWWSWB8ZRd3w_JJpAb/view?usp=sharing,13-12-2023,Implementasi Kurikulum Project Based Learning dan Teaching Factory,PT. SPID LAB TEKNOLOGI
972/PL16/KS.BIV/2021,21-12-2021,https://drive.google.com/file/d/1cGzgsoTK5pdrpnBxNlgRC9pvXV0ZXVxm/view?usp=drive_link,21-12-2021,,SMK NEGERI 7 PONTIANAK
1553/PL16/KS/2024,20-02-2024,https://drive.google.com/file/d/1c0uFstE2uMM2S3l-d1IsEQFtBpWhO-dV/view?usp=sharing,20-02-2024,Penanganan Hukum Bidang Perdata dan Tata Usaha Negara,KEJAKSAAN TINGGI KALIMANTAN BARAT
4065/PL16/KS.BIV/2023,06-07-2023,https://drive.google.com/file/d/1b0b0n-PLTJG3m_VU9d2AmzESF6Bh3Zar/view?usp=sharing,06-07-2023,,PT. AKCAYA BEO INTERNASIONAL
4065/PL16/KS.BIV/2023,06-07-2023,https://drive.google.com/file/d/1b0b0n-PLTJG3m_VU9d2AmzESF6Bh3Zar/view?usp=sharing,06-07-2023,,RISE NEO COOPERATIVE
4066/PL16/KS.BIV/2023,06-07-2023,https://drive.google.com/file/d/1bRwbbzcyplvY4GcGtaDMOndEZvm-EYyo/view?usp=sharing,06-07-2023,"Pendidikan, Pemagangan, Rekrutmen Lulusan, dan Pengembangan Sumber Daya Manusia Jurusan Ilmu Kelautan dan Perikanan Politeknik Negeri Pontianak",PT. AKCAYA BEO INTERNASIONAL
4066/PL16/KS.BIV/2023,06-07-2023,https://drive.google.com/file/d/1bRwbbzcyplvY4GcGtaDMOndEZvm-EYyo/view?usp=sharing,06-07-2023,"Pendidikan, Pemagangan, Rekrutmen Lulusan, dan Pengembangan Sumber Daya Manusia Jurusan Ilmu Kelautan dan Perikanan Politeknik Negeri Pontianak",RISE NEO COOPERATIVE
0729/PL16/KS/2024,17-01-2024,https://drive.google.com/file/d/1Z3RgZxR_FGlMa8RJF6PrYrGmXWLigCJx/view?usp=sharing,17-01-2024,Perjanjian Kerja Sama Alat Cepat Tanggap (ACAP) Berbasis Internet of Things untuk Masyarakat Tanggap Darurat Bencana Banjir pada Program Dana Padanan 2024,PT ARAH TEKNOLOGI INDONESIA
0818/PL16/KS/2024,18-01-2024,https://drive.google.com/file/d/1Z2bL3Bn21Ces7olSmOZVngm6v4kkGg6O/view?usp=sharing,18-01-2024,Program Pertukaran Mahasiswa Merdeka,DIREKTORAT PEMBELAJARAN DAN KEMAHASISWAAN
0900/PL16/KS/2024,22-01-2024,https://drive.google.com/file/d/1Z1oOIXyNR0L0OxiGovDLUH8G0g9tY_iw/view?usp=drive_link,22-01-2024,,IKATAN ARSITEK INDONESIA DAERAH KALBAR
0983/PL16/KS/2024,24-01-2024,https://drive.google.com/file/d/1ZNGvUQe2X8hUmbrfXOkPPvOyc4LBrywi/view?usp=sharing,24-01-2024,,ASOSIASI PETANI KELAPA SAWIT PERUSAHAAN INTI RAKYAT (ASPEKPIR)
1055/PL16/KS/2024,29-01-2024,https://drive.google.com/file/d/1ZLRT61x4UUiF3JB54kpfh5LJH9Bgx6bM/view?usp=sharing,29-01-2024,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),SMK NEGERI 1 PALOH
1489/PL16/KS/2024,16-02-2024,https://drive.google.com/file/d/1ZFRYNm4OSGCRJf2QhS_FOTznBma_hQAo/view?usp=sharing,16-02-2024,Pemberian Hibah Barang Milik Daerah Berupa Tanah Milik Pemerintah Kabupaten Sanggau kepada Politeknik Negeri Pontianak di Sanggau,PEMERINTAH KABUPATEN SANGGAU
2546/PL16/KS/2024,18-03-2024,https://drive.google.com/file/d/1ZUb8Y-xb_IPbls36cp846Dx9J0F8Rnhu/view?usp=sharing,18-03-2024,,SMK CITRA BORNEO
2567/PL16/KS/2024,18-03-2024,https://drive.google.com/file/d/1ZSV0JRBDdx7cev38D5Oo5H5DlnDbUL9j/view?usp=sharing,18-03-2024,,SMK NEGERI 1 SEKADAU
2703/PL16/KS/2024,21-03-2024,https://drive.google.com/file/d/1ZQGZx0IulQFdrBoRbCW-9cbnislaN3qb/view?usp=sharing,21-03-2024,,UNIVERSITAS SAINS DAN TEKNOLOGI KOMPUTER (STEKOM)
2704/PL16/KS/2024,21-03-2024,https://drive.google.com/file/d/1ZPsjPLyR7tqVVz505IBeiLdagRHEGwsO/view?usp=sharing,21-03-2024,Pelaksanaan Tri Dharma Perguruan Tinggi dalam Rangka Peningkatan dan Pengembangan Kualitas Pembelajaran,UNIVERSITAS SAINS DAN TEKNOLOGI KOMPUTER (STEKOM)
3079/PL16/KS/2024,05-04-2024,https://drive.google.com/file/d/1ZPagi7rHCLFfNNZjmUpETYQHyWDoyLPS/view?usp=sharing,05-04-2024,,PT. KAWAN LAMA
3584/PL16/KS/2024,03-05-2024,https://drive.google.com/file/d/1ZPEQFDWY2NpnQyaTG228o4DMUvbFnLkY/view?usp=sharing,03-05-2024,Kerja Sama Assesmen BKD,POLITEKNIK NEGERI SAMBAS
4504/PL16/KS/2024,03-06-2024,https://drive.google.com/file/d/1ZOPoHxYeDfAfur5-tVd6Nxi0Xo7rFiFZ/view?usp=sharing,03-06-2024,,CV. MUDA BERKARYA TEKNOLOGI
4852/PL16/KS/2024,12-06-2024,https://drive.google.com/file/d/1ZO-PpmMRKW3JUKl9DhmtUDvd1jzveRv4/view?usp=sharing,12-06-2024,Penanganan Akses Reforma Agraria Kabupaten Mempawah,KANTOR PERTANAHAN KABUPATEN MEMPAWAH
4934/PL16/KS/2024,14-06-2024,https://drive.google.com/file/d/1ZNwP4wcoovSfEL6g1xMQetg9JUCBQcqt/view?usp=sharing,14-06-2024,Pelatihan Internet of Things untuk Guru Sekolah Menengah Kejuruan (SMK) Al Madani Pontianak,SMK AL MADANI PONTIANAK
5274/PL16/KS/2024,26-06-2024,https://drive.google.com/file/d/1ZXdbaekpRH3sMOJEe7V5dV6CNSC4M1c4/view?usp=sharing,26-06-2024,"Pendidikan, Penelitian, Pengabdian kepada Masyarakat pada Pemilihan Gubernur dan Wakil Gubenur, Bupati dan Wakil Bupati serta Wali Kota dan Wakil Wali Kota Tahun 2024 di Kabupaten Sanggau",BADAN PENGAWAS PEMILIHAN UMUM KABUPATEN SANGGAU
5352/PL16/KS/2023,28-08-2023,https://drive.google.com/file/d/1ZXDyxsSfi6lnSrwPJJuG9iOyQMLBxoRH/view?usp=sharing,28-08-2023,Program Pertukaran Mahasiswa Merdeka,POLITEKNIK NEGERI MALANG
5449/PL16/2023,28-08-2023,https://drive.google.com/file/d/1ZWXoWhZ_m_bhKvX9brN2jSxP9xoV_YiU/view?usp=sharing,28-08-2023,Program Pertukaran Mahasiswa Merdeka,POLITEKNIK NEGERI MALANG
6021/PL16/KS/2024,09-07-2024,https://drive.google.com/file/d/1ZVb-9ol1NPT6VpqDQUF63IA6_9DHlkK6/view?usp=sharing,09-07-2024,Pelaksanaan Program Pengabdian Pada Masyarakat Pelatihan Pengolahan Abon Jamur Sawit (Volvariella Volvacea),KELURAHAN BERINGIN
8615/PL16/KS.00.00/2024,12-08-2024,https://drive.google.com/file/d/175ts04C_RWaTSEC8UKti9QSvjSPQR6QY/view?usp=sharing,12-08-2024,"Rancangan Model Fasilitas Penerangan (Lampu Hias) di Jalur Sirkulasi Gerak (Pedistrian) Tepian Sungai Kapuas, Kampong Budaya Tambelansampit Kota Pontianak dengan Pendekatan Tampilan Bentuk Berkarakter Lokal",POKDARWIS KALENGKANG TAMBELANSAMPIT
8616/PL16/KS.00.00/2024,12-08-2024,https://drive.google.com/file/d/1zp-NXEJPljwntOkfkTyG-ScHiWAr6usJ/view?usp=sharing,12-08-2024,Rancangan Model Rumah Budaya Kampong Tambelansampit Kota Pontianak sebagai Tempat Berkumpul dan Berkreasi Masyarakat Setempat Berbasis Kearifan Lokal,POKDARWIS KALENGKANG TAMBELANSAMPIT
8787/PL16/KS/2024,15-08-2024,https://drive.google.com/file/d/1ZVXqXnq6jiRnUygIERi7-Mx1MuwrIY6e/view?usp=sharing,15-08-2024,,PT. GLODON TECHNICAL INDONESIA
8883/PL16/KS/2024,19-08-2024,https://drive.google.com/file/d/1ZVH1jHgYWJAg5lgkmW5FZZwJMOdlSzGS/view?usp=sharing,19-08-2024,Pengembangan Kapasitas Sumber Daya Manusia,PT. PUSAT KOMPETENSI DAN TEKNOLOGI INDONESIA (PKTI)
9018/PL16/KS/2024,22-08-2024,https://drive.google.com/file/d/1ZY4Ae6A8wJcKOyQdFJxzEwh2Iwt8_h6E/view?usp=sharing,22-08-2024,Pelaksanaan Tri Dharma Perguruan Tinggi,PEMERINTAH KABUPATEN SAMBAS
11825/PL16/KS.00.00/2024,11-10-2024,https://drive.google.com/file/d/1y2kyovs2xgSwkZU-rNBGh_Unr8hqvxoX/view?usp=sharing,11-10-2024,Kerja Sama Praktik Magang,PT. DORA BISNIS KONSULTINDO
12185/PL16/KS.00.00/2024,17-10-2024,https://drive.google.com/file/d/1ZK9EC8LOQ-ZBJyQfnt1AnSXO7FudgTqJ/view?usp=sharing,17-10-2024,,PT. BANK TABUNGAN NEGARA (PERSERO) TBK KANTOR CABANG SYARIAH PONTIANAK
12205/PL16/KS.00.00/2024,17-10-2024,https://drive.google.com/file/d/1ZK5_g6fcUUgWhHUbNY2DHA-U0YPIG8Av/view?usp=sharing,17-10-2024,,LKP SMART STATION
12206/PL16/KS.00.00/2024,17-10-2024,https://drive.google.com/file/d/1ZJ6P28iQ64_LIZQgRr_tLsd2b7mJYbSE/view?usp=sharing,17-10-2024,,LKP BRILLIANT EDUCATION CENTRE
12207/PL16/KS.00.00/2024,17-10-2024,https://drive.google.com/file/d/1ZH6bkHwZW-MGT7XL9y0oxcv9HbbVRzWx/view?usp=sharing,17-10-2024,,YALE COMMUNICATION
12208/PL16/KS.00/2024,17-10-2024,https://drive.google.com/file/d/1ZGQ_m133blZYK0apYXc66hLiYXn_MSxe/view?usp=sharing,17-10-2024,,YAYASAN LEMBAGA PENDIDIKAN PROKINDO
